Press,Temp,COND,Sal,DENS,C
199.794,-0.2892,28.7311,34.8,28.91,1450.79
200.0441,-0.2916,28.7287,34.8,28.91,1450.78
200.2585,-0.2933,28.7262,34.8,28.91,1450.77
200.5086,-0.2963,28.7213,34.79,28.91,1450.76
200.7944,-0.3022,28.714,34.79,28.91,1450.73
201.0088,-0.3093,28.7103,34.79,28.91,1450.71
201.2232,-0.3164,28.7042,34.79,28.92,1450.68
201.5091,-0.3234,28.6992,34.8,28.92,1450.65
201.6877,-0.3299,28.6931,34.79,28.92,1450.62
201.9735,-0.3376,28.6858,34.79,28.92,1450.59
202.2594,-0.3453,28.6809,34.8,28.92,1450.56
202.4738,-0.3494,28.6796,34.8,28.93,1450.55
202.6524,-0.3512,28.6772,34.8,28.93,1450.54
203.0454,-0.3541,28.6747,34.8,28.93,1450.54
203.2241,-0.3571,28.671,34.8,28.93,1450.52
203.4027,-0.3606,28.6625,34.79,28.92,1450.5
203.7243,-0.37,28.6539,34.79,28.92,1450.46
203.9744,-0.3807,28.6502,34.79,28.93,1450.42
204.1887,-0.3854,28.6477,34.8,28.93,1450.41
204.4746,-0.3901,28.6428,34.79,28.93,1450.39
204.6889,-0.3942,28.6404,34.8,28.94,1450.37
204.9033,-0.3972,28.6379,34.8,28.94,1450.36
205.1891,-0.4001,28.6367,34.8,28.94,1450.36
205.4035,-0.4013,28.6342,34.8,28.94,1450.35
205.6179,-0.4049,28.6293,34.79,28.94,1450.34
205.8322,-0.4119,28.6232,34.79,28.94,1450.31
206.1181,-0.4196,28.6171,34.79,28.94,1450.28
206.2967,-0.4255,28.6097,34.79,28.94,1450.25
206.5825,-0.4332,28.6011,34.79,28.94,1450.21
206.7969,-0.442,28.5962,34.79,28.94,1450.18
207.1184,-0.4473,28.595,34.79,28.95,1450.17
207.3328,-0.4479,28.5962,34.8,28.95,1450.17
207.5472,-0.4479,28.595,34.79,28.95,1450.17
207.833,-0.4485,28.595,34.8,28.95,1450.17
208.0473,-0.4497,28.595,34.8,28.96,1450.17
208.3331,-0.452,28.5889,34.79,28.95,1450.16
208.5475,-0.4574,28.5827,34.79,28.95,1450.13
208.869,-0.4627,28.5803,34.79,28.96,1450.12
209.0834,-0.4668,28.5791,34.79,28.96,1450.11
209.2978,-0.4692,28.5778,34.79,28.96,1450.1
209.5478,-0.4703,28.5766,34.79,28.96,1450.1
209.7979,-0.4709,28.5766,34.79,28.96,1450.1
210.0123,-0.4715,28.5754,34.79,28.96,1450.1
210.2624,-0.4727,28.5729,34.79,28.96,1450.1
210.5124,-0.4751,28.5705,34.79,28.97,1450.09
210.7982,-0.4798,28.5668,34.79,28.97,1450.07
211.0126,-0.4827,28.5643,34.79,28.97,1450.06
211.2984,-0.4851,28.5643,34.79,28.97,1450.06
211.477,-0.4869,28.5594,34.79,28.97,1450.05
211.7271,-0.491,28.5558,34.79,28.97,1450.03
212.0486,-0.4963,28.5521,34.79,28.97,1450.01
212.263,-0.4998,28.5508,34.79,28.98,1450.0
212.4416,-0.5022,28.5496,34.79,28.98,1450.0
212.6559,-0.5046,28.5459,34.79,28.98,1449.98
212.9417,-0.5075,28.5459,34.79,28.98,1449.98
213.1918,-0.5093,28.5423,34.79,28.98,1449.97
213.4419,-0.5128,28.5386,34.79,28.98,1449.96
213.7276,-0.5175,28.5337,34.79,28.98,1449.94
213.9063,-0.5217,28.5288,34.79,28.98,1449.92
214.2635,-0.5287,28.5251,34.79,28.98,1449.9
214.4064,-0.5329,28.5214,34.79,28.98,1449.88
214.6922,-0.5352,28.5177,34.79,28.98,1449.87
214.9422,-0.5405,28.5153,34.79,28.99,1449.85
215.1923,-0.5435,28.5141,34.79,28.99,1449.84
215.4066,-0.5453,28.5128,34.79,28.99,1449.84
215.6567,-0.547,28.5104,34.79,28.99,1449.83
215.9068,-0.55,28.5079,34.79,28.99,1449.82
216.1211,-0.5529,28.5055,34.79,28.99,1449.81
216.3712,-0.5559,28.503,34.79,29.0,1449.8
216.6212,-0.5582,28.5006,34.79,29.0,1449.8
216.8713,-0.5612,28.4932,34.78,28.99,1449.78
217.1213,-0.5695,28.4871,34.78,28.99,1449.74
217.3714,-0.5777,28.4809,34.78,29.0,1449.71
217.6214,-0.5866,28.4736,34.78,29.0,1449.67
217.8358,-0.5942,28.4662,34.78,29.0,1449.64
218.1215,-0.6019,28.4576,34.78,29.0,1449.61
218.3716,-0.619,28.438,34.77,29.0,1449.52
218.6216,-0.6391,28.4258,34.78,29.0,1449.44
218.8717,-0.6503,28.4208,34.78,29.01,1449.4
219.086,-0.6568,28.4123,34.78,29.01,1449.37
219.3003,-0.6644,28.4086,34.78,29.01,1449.34
219.6218,-0.668,28.4086,34.79,29.02,1449.33
219.8719,-0.6692,28.4061,34.79,29.02,1449.33
220.0862,-0.6703,28.4061,34.79,29.02,1449.33
220.3719,-0.6721,28.3988,34.78,29.01,1449.31
220.5505,-0.6774,28.3939,34.78,29.01,1449.29
220.8006,-0.6851,28.3877,34.78,29.02,1449.26
221.0506,-0.691,28.3853,34.78,29.02,1449.24
221.3007,-0.6951,28.3816,34.78,29.02,1449.23
221.515,-0.6987,28.3804,34.78,29.02,1449.22
221.8007,-0.7016,28.3779,34.78,29.03,1449.21
221.9793,-0.7052,28.3718,34.78,29.02,1449.19
222.1579,-0.7116,28.3669,34.78,29.02,1449.16
222.408,-0.7164,28.362,34.78,29.02,1449.14
222.658,-0.7229,28.3571,34.78,29.03,1449.11
222.908,-0.7288,28.3534,34.78,29.03,1449.09
223.1938,-0.7335,28.3485,34.78,29.03,1449.07
223.4081,-0.7376,28.346,34.78,29.03,1449.06
223.6581,-0.7411,28.3448,34.78,29.04,1449.05
223.9796,-0.7435,28.3424,34.78,29.04,1449.04
224.1939,-0.7447,28.3411,34.78,29.04,1449.04
224.4082,-0.7465,28.3399,34.78,29.04,1449.04
224.694,-0.7494,28.3375,34.78,29.04,1449.03
224.9797,-0.7529,28.3264,34.77,29.03,1449.0
225.1583,-0.7653,28.3227,34.78,29.04,1448.96
225.4083,-0.7724,28.3117,34.77,29.04,1448.92
225.6584,-0.7819,28.3117,34.78,29.05,1448.89
225.8727,-0.7807,28.3068,34.78,29.04,1448.89
226.1584,-0.7872,28.2994,34.77,29.04,1448.86
226.337,-0.7954,28.2945,34.78,29.04,1448.83
226.6584,-0.8007,28.2945,34.78,29.05,1448.82
226.837,-0.8013,28.2945,34.78,29.05,1448.82
227.1228,-0.8007,28.2945,34.78,29.05,1448.83
227.3013,-0.8013,28.2945,34.78,29.05,1448.83
227.5514,-0.8019,28.2933,34.78,29.06,1448.83
227.7657,-0.8031,28.2921,34.78,29.06,1448.82
228.0871,-0.8037,28.2921,34.78,29.06,1448.83
228.3014,-0.8043,28.2933,34.78,29.06,1448.83
228.5157,-0.8049,28.2908,34.78,29.06,1448.83
228.8014,-0.8055,28.2884,34.78,29.06,1448.83
229.0514,-0.8078,28.2884,34.78,29.06,1448.82
229.3015,-0.8108,28.2847,34.78,29.06,1448.81
229.5158,-0.8143,28.2823,34.78,29.06,1448.8
229.7658,-0.8161,28.2823,34.78,29.07,1448.8
230.0158,-0.8173,28.2798,34.78,29.07,1448.79
230.3015,-0.8196,28.2798,34.78,29.07,1448.79
230.5158,-0.822,28.2749,34.78,29.07,1448.78
230.7301,-0.8285,28.27,34.78,29.07,1448.75
231.0158,-0.8326,28.259,34.77,29.06,1448.72
231.2301,-0.845,28.2504,34.77,29.07,1448.67
231.4801,-0.8556,28.243,34.77,29.07,1448.63
231.7301,-0.8627,28.2381,34.77,29.07,1448.6
231.9444,-0.868,28.2332,34.77,29.07,1448.58
232.1944,-0.8739,28.2283,34.77,29.07,1448.55
232.3729,-0.8786,28.2222,34.77,29.07,1448.53
232.7301,-0.8886,28.2038,34.76,29.06,1448.47
232.9444,-0.9087,28.1842,34.75,29.06,1448.37
233.1944,-0.9294,28.1682,34.75,29.07,1448.28
233.4086,-0.9482,28.1498,34.75,29.07,1448.19
233.6229,-0.9707,28.1339,34.76,29.07,1448.1
233.8729,-0.9884,28.1265,34.77,29.08,1448.03
234.2658,-0.9984,28.1216,34.77,29.09,1448.0
234.4443,-1.0031,28.1192,34.77,29.09,1447.98
234.73,-1.0061,28.1167,34.77,29.09,1447.97
234.8729,-1.0114,28.1057,34.76,29.09,1447.94
235.1229,-1.022,28.0971,34.76,29.09,1447.89
235.3729,-1.0367,28.0664,34.74,29.07,1447.79
235.6943,-1.0662,28.048,34.75,29.08,1447.67
235.9086,-1.0928,28.0247,34.75,29.08,1447.55
236.1585,-1.1182,28.0088,34.75,29.09,1447.44
236.3728,-1.1329,28.0051,34.76,29.1,1447.39
236.6228,-1.1394,28.0014,34.77,29.1,1447.37
236.8728,-1.1423,28.0002,34.77,29.11,1447.36
237.1942,-1.1441,28.0002,34.77,29.11,1447.36
237.3727,-1.1453,27.9965,34.77,29.11,1447.35
237.6227,-1.1506,27.9941,34.77,29.11,1447.33
237.9084,-1.153,27.9941,34.77,29.11,1447.33
238.087,-1.153,27.9867,34.76,29.11,1447.32
238.3369,-1.1618,27.9769,34.76,29.1,1447.28
238.6226,-1.173,27.9744,34.77,29.11,1447.24
238.8012,-1.1783,27.961,34.76,29.11,1447.2
239.0512,-1.1895,27.9536,34.76,29.11,1447.16
239.3011,-1.1972,27.9328,34.74,29.09,1447.1
239.5868,-1.2232,27.9168,34.75,29.1,1446.99
239.8368,-1.2367,27.918,34.76,29.12,1446.95
240.0868,-1.2421,27.9058,34.75,29.11,1446.92
240.3367,-1.2544,27.8996,34.76,29.12,1446.87
240.551,-1.2615,27.8996,34.77,29.13,1446.85
240.801,-1.2592,27.9045,34.77,29.13,1446.87
241.0509,-1.2568,27.907,34.77,29.13,1446.89
241.2295,-1.2544,27.9058,34.77,29.13,1446.9
241.5152,-1.2527,27.9058,34.76,29.13,1446.91
241.7651,-1.2509,27.9107,34.77,29.13,1446.92
241.9794,-1.2485,27.9107,34.77,29.13,1446.94
242.265,-1.2485,27.9107,34.77,29.13,1446.94
242.4793,-1.2497,27.907,34.76,29.13,1446.93
242.765,-1.2539,27.9009,34.76,29.13,1446.91
242.9435,-1.2598,27.896,34.76,29.13,1446.89
243.3006,-1.2651,27.8923,34.76,29.13,1446.87
243.4791,-1.2698,27.8935,34.77,29.14,1446.86
243.6934,-1.2692,27.8935,34.76,29.14,1446.86
243.9076,-1.2686,27.8923,34.76,29.14,1446.87
244.1933,-1.2698,27.8898,34.76,29.14,1446.86
244.479,-1.2739,27.8874,34.76,29.14,1446.85
244.6575,-1.2769,27.8812,34.76,29.14,1446.83
244.9789,-1.2822,27.88,34.76,29.14,1446.82
245.1574,-1.2857,27.8776,34.76,29.15,1446.81
245.4431,-1.2869,27.8763,34.76,29.15,1446.8
245.6573,-1.2881,27.8763,34.76,29.15,1446.8
245.9787,-1.2893,27.8763,34.76,29.15,1446.8
246.1929,-1.2893,27.8763,34.76,29.15,1446.81
246.4072,-1.2898,27.8763,34.76,29.15,1446.81
246.5857,-1.2898,27.8776,34.77,29.16,1446.81
246.8714,-1.2893,27.8788,34.77,29.16,1446.82
247.0856,-1.2875,27.8874,34.78,29.17,1446.85
247.3355,-1.2769,27.8947,34.77,29.17,1446.9
247.5855,-1.2704,27.8984,34.77,29.16,1446.93
247.8354,-1.2657,27.9021,34.77,29.16,1446.96
248.0854,-1.2627,27.9033,34.77,29.16,1446.97
248.2996,-1.2598,27.9058,34.77,29.16,1446.99
248.5495,-1.2586,27.9058,34.77,29.16,1447.0
248.9066,-1.258,27.9058,34.77,29.17,1447.0
249.0494,-1.2556,27.9082,34.77,29.17,1447.02
249.2994,-1.2533,27.9144,34.77,29.17,1447.04
249.5493,-1.2474,27.9193,34.77,29.17,1447.07
249.8349,-1.2456,27.9144,34.76,29.17,1447.07
250.0849,-1.2491,27.9144,34.77,29.17,1447.07
250.3348,-1.2503,27.9144,34.77,29.17,1447.07
250.6204,-1.2503,27.9119,34.76,29.17,1447.07
250.8347,-1.2533,27.9082,34.76,29.17,1447.05
251.0489,-1.2574,27.907,34.77,29.18,1447.04
251.2988,-1.2598,27.907,34.77,29.18,1447.04
251.5488,-1.2598,27.9082,34.77,29.18,1447.04
251.7273,-1.2592,27.9082,34.77,29.18,1447.05
252.0129,-1.2586,27.9095,34.77,29.18,1447.06
252.2628,-1.2586,27.9082,34.77,29.18,1447.06
252.4414,-1.258,27.9107,34.77,29.19,1447.07
252.727,-1.2574,27.9119,34.77,29.19,1447.08
252.8698,-1.2556,27.9131,34.77,29.19,1447.09
253.1911,-1.2544,27.9144,34.77,29.19,1447.1
253.4411,-1.2533,27.9156,34.77,29.19,1447.11
253.691,-1.2527,27.9168,34.77,29.19,1447.11
253.9052,-1.2509,27.9193,34.77,29.19,1447.13
254.1908,-1.2491,27.9217,34.77,29.2,1447.14
254.405,-1.2462,27.9229,34.77,29.2,1447.16
254.6192,-1.2456,27.9217,34.77,29.2,1447.16
254.9049,-1.2474,27.9217,34.77,29.2,1447.16
255.2262,-1.2509,27.9193,34.77,29.2,1447.15
255.4404,-1.2515,27.9193,34.77,29.2,1447.15
255.6546,-1.2521,27.9205,34.77,29.2,1447.15
255.9402,-1.2515,27.9217,34.78,29.21,1447.16
256.1187,-1.2485,27.9242,34.78,29.21,1447.18
256.4043,-1.2462,27.9278,34.78,29.21,1447.2
256.6543,-1.2426,27.9315,34.78,29.21,1447.22
256.8685,-1.2397,27.9328,34.78,29.21,1447.23
257.0827,-1.2373,27.9377,34.78,29.22,1447.25
257.3683,-1.2338,27.9413,34.78,29.22,1447.28
257.5825,-1.2279,27.9462,34.78,29.22,1447.31
257.7967,-1.2232,27.9487,34.78,29.22,1447.33
258.0466,-1.2214,27.9487,34.78,29.22,1447.34
258.2965,-1.2214,27.9487,34.78,29.22,1447.34
258.6178,-1.2214,27.9487,34.78,29.22,1447.35
258.7606,-1.222,27.9462,34.77,29.22,1447.35
259.0462,-1.2244,27.9426,34.77,29.22,1447.34
259.2604,-1.2279,27.9426,34.77,29.22,1447.33
259.5817,-1.2285,27.945,34.78,29.23,1447.33
259.8316,-1.2267,27.9524,34.79,29.23,1447.36
260.0101,-1.2202,27.9597,34.79,29.24,1447.4
260.3671,-1.212,27.9622,34.78,29.23,1447.43
260.5456,-1.2078,27.9634,34.78,29.23,1447.45
260.8312,-1.2072,27.9659,34.78,29.23,1447.46
261.1168,-1.2049,27.9659,34.78,29.23,1447.47
261.331,-1.2055,27.9659,34.78,29.23,1447.47
261.5809,-1.2055,27.9646,34.78,29.23,1447.48
261.7951,-1.2072,27.9646,34.78,29.24,1447.47
262.045,-1.2072,27.9646,34.78,29.24,1447.48
262.3306,-1.2072,27.9659,34.78,29.24,1447.48
262.5447,-1.2055,27.9695,34.78,29.24,1447.5
262.7946,-1.2025,27.9708,34.78,29.24,1447.51
263.0445,-1.2013,27.972,34.78,29.24,1447.52
263.2587,-1.199,27.9794,34.79,29.25,1447.55
263.4729,-1.1954,27.9695,34.77,29.24,1447.55
263.7228,-1.2043,27.9683,34.78,29.25,1447.52
263.937,-1.2067,27.9659,34.78,29.25,1447.51
264.1869,-1.209,27.961,34.77,29.24,1447.5
264.4367,-1.2126,27.9597,34.78,29.25,1447.49
264.6866,-1.2143,27.9597,34.78,29.25,1447.49
264.9365,-1.2137,27.9708,34.79,29.26,1447.51
265.1507,-1.2055,27.9757,34.79,29.26,1447.55
265.4363,-1.196,27.9818,34.79,29.26,1447.6
265.6861,-1.1913,27.9818,34.78,29.26,1447.62
265.9717,-1.189,27.9855,34.78,29.26,1447.63
266.1859,-1.1854,27.9916,34.79,29.26,1447.66
266.4001,-1.1789,27.9941,34.78,29.26,1447.69
266.6499,-1.1801,27.9941,34.79,29.26,1447.69
266.9355,-1.1813,27.9916,34.78,29.26,1447.68
267.1854,-1.1825,27.9928,34.79,29.27,1447.69
267.3996,-1.1825,27.9953,34.79,29.27,1447.69
267.6494,-1.1783,27.9977,34.79,29.27,1447.72
267.8993,-1.1754,28.0027,34.79,29.27,1447.74
268.1492,-1.173,28.0051,34.79,29.27,1447.75
268.3633,-1.1683,28.0076,34.79,29.27,1447.78
268.5775,-1.1648,28.0112,34.79,29.27,1447.8
268.7917,-1.1612,28.0112,34.79,29.27,1447.81
269.1129,-1.1606,28.0125,34.79,29.27,1447.82
269.2557,-1.1606,28.0161,34.79,29.28,1447.83
269.5413,-1.1553,28.0309,34.81,29.29,1447.88
269.8268,-1.1406,28.048,34.81,29.3,1447.96
270.041,-1.1241,28.0578,34.81,29.29,1448.04
270.2552,-1.1134,28.0652,34.8,29.29,1448.09
270.5407,-1.1058,28.0676,34.8,29.29,1448.12
270.8263,-1.0993,28.0726,34.8,29.29,1448.15
271.0404,-1.0969,28.0713,34.79,29.29,1448.16
271.326,-1.0969,28.0726,34.79,29.29,1448.17
271.6115,-1.0957,28.0738,34.79,29.29,1448.18
271.79,-1.0951,28.0738,34.79,29.29,1448.18
272.0398,-1.094,28.0811,34.8,29.3,1448.21
272.2897,-1.0898,28.0848,34.8,29.3,1448.23
272.5396,-1.0845,28.1044,34.82,29.32,1448.29
272.7537,-1.0674,28.1155,34.82,29.31,1448.36
272.9679,-1.0544,28.1155,34.8,29.3,1448.41
273.182,-1.0485,28.1241,34.81,29.31,1448.45
273.4676,-1.0409,28.1314,34.81,29.31,1448.49
273.646,-1.035,28.1277,34.8,29.3,1448.5
273.8959,-1.035,28.129,34.8,29.3,1448.51
274.1457,-1.0361,28.1314,34.8,29.31,1448.51
274.3956,-1.0338,28.1363,34.81,29.31,1448.53
274.6454,-1.0297,28.14,34.81,29.31,1448.56
274.9309,-1.0255,28.1425,34.8,29.31,1448.58
275.1094,-1.0243,28.1437,34.8,29.31,1448.59
275.3236,-1.0232,28.1474,34.81,29.32,1448.6
275.6448,-1.019,28.1486,34.8,29.31,1448.62
275.8946,-1.0173,28.1486,34.8,29.31,1448.63
276.2158,-1.0167,28.1498,34.8,29.32,1448.64
276.3586,-1.0149,28.1584,34.81,29.32,1448.66
276.6798,-1.0066,28.1621,34.81,29.32,1448.7
276.9297,-1.0031,28.1609,34.8,29.32,1448.71
277.1081,-1.0037,28.1633,34.81,29.32,1448.72
277.3936,-1.0025,28.1645,34.81,29.32,1448.73
277.6078,-0.9996,28.1731,34.81,29.33,1448.76
277.8933,-0.9925,28.1792,34.81,29.33,1448.8
278.1074,-0.9872,28.1842,34.81,29.33,1448.83
278.3573,-0.9825,28.1903,34.82,29.34,1448.86
278.5357,-0.976,28.2001,34.82,29.34,1448.9
278.8212,-0.9653,28.2062,34.82,29.34,1448.95
278.9997,-0.9594,28.2087,34.82,29.34,1448.97
279.2495,-0.9565,28.2111,34.82,29.34,1448.99
279.428,-0.9541,28.2111,34.81,29.34,1449.0
279.535,-0.9535,28.2111,34.81,29.34,1449.0
279.7135,-0.9518,28.2148,34.81,29.34,1449.02
279.8919,-0.95,28.2173,34.82,29.34,1449.03
279.999,-0.9465,28.2209,34.82,29.34,1449.05
279.9633,-0.9423,28.2234,34.82,29.34,1449.07
280.0704,-0.9353,28.2308,34.82,29.34,1449.11
280.2131,-0.9317,28.2332,34.82,29.34,1449.12
280.2845,-0.9294,28.2357,34.82,29.34,1449.14
280.2845,-0.9282,28.2369,34.82,29.34,1449.14
280.3559,-0.927,28.2393,34.82,29.34,1449.15
280.4986,-0.9246,28.2406,34.82,29.34,1449.16
280.4986,-0.924,28.2418,34.82,29.34,1449.17
280.57,-0.924,28.2418,34.82,29.34,1449.17
280.7128,-0.9223,28.243,34.82,29.34,1449.18
280.7128,-0.9211,28.2442,34.82,29.34,1449.18
280.8198,-0.9205,28.2442,34.82,29.34,1449.19
280.8912,-0.9199,28.2442,34.82,29.34,1449.19
280.9983,-0.9199,28.2455,34.82,29.35,1449.19
281.0697,-0.9193,28.2467,34.82,29.35,1449.2
281.1767,-0.9187,28.2455,34.82,29.35,1449.2
281.2481,-0.9187,28.2467,34.82,29.35,1449.2
281.4265,-0.9187,28.2467,34.82,29.35,1449.21
281.605,-0.9181,28.2479,34.82,29.35,1449.21
281.7834,-0.9176,28.2479,34.82,29.35,1449.22
281.8191,-0.917,28.2492,34.82,29.35,1449.22
281.9262,-0.917,28.2492,34.82,29.35,1449.23
281.9262,-0.917,28.2492,34.82,29.35,1449.23
282.1046,-0.917,28.2479,34.82,29.35,1449.23
282.176,-0.917,28.2492,34.82,29.35,1449.23
282.2117,-0.917,28.2504,34.82,29.35,1449.23
282.2831,-0.9164,28.2504,34.82,29.35,1449.23
282.3544,-0.9164,28.2504,34.82,29.35,1449.24
282.4972,-0.9158,28.2504,34.82,29.35,1449.24
282.5329,-0.9152,28.2504,34.82,29.35,1449.24
282.6042,-0.9152,28.2516,34.82,29.35,1449.25
282.7113,-0.9152,28.2504,34.82,29.35,1449.25
282.7827,-0.9152,28.2504,34.82,29.35,1449.25
282.8541,-0.9152,28.2504,34.82,29.35,1449.25
282.9254,-0.9152,28.2504,34.82,29.36,1449.25
282.9611,-0.9158,28.2504,34.82,29.36,1449.25
283.0325,-0.9158,28.2504,34.82,29.36,1449.25
283.1039,-0.9158,28.2504,34.82,29.36,1449.25
283.2466,-0.9158,28.2516,34.82,29.36,1449.25
283.2466,-0.9152,28.2516,34.82,29.36,1449.26
283.3537,-0.9152,28.2528,34.82,29.36,1449.26
283.4251,-0.9152,28.2528,34.82,29.36,1449.26
283.4964,-0.9152,28.2516,34.82,29.36,1449.26
283.5321,-0.9146,28.2528,34.82,29.36,1449.26
283.6749,-0.9146,28.2528,34.82,29.36,1449.27
283.7819,-0.914,28.2528,34.82,29.36,1449.27
283.8176,-0.914,28.2541,34.82,29.36,1449.27
283.889,-0.9134,28.2541,34.82,29.36,1449.28
283.9604,-0.9128,28.2541,34.82,29.36,1449.28
284.0317,-0.9134,28.2528,34.82,29.36,1449.28
284.1031,-0.9134,28.2553,34.82,29.36,1449.28
284.1745,-0.9128,28.2541,34.82,29.36,1449.28
284.1745,-0.9128,28.2553,34.82,29.36,1449.28
284.1745,-0.9134,28.2541,34.82,29.36,1449.28
284.1745,-0.9134,28.2541,34.82,29.36,1449.28
284.2102,-0.914,28.2541,34.82,29.36,1449.28
284.1388,-0.9134,28.2541,34.82,29.36,1449.28
284.1388,-0.9134,28.2541,34.82,29.36,1449.28
284.1031,-0.9134,28.2553,34.82,29.36,1449.28
284.1388,-0.9134,28.2541,34.82,29.36,1449.28
284.1031,-0.9134,28.2541,34.82,29.36,1449.28
284.1388,-0.914,28.2541,34.82,29.36,1449.28
284.1388,-0.9134,28.2541,34.82,29.36,1449.28
284.1031,-0.9128,28.2541,34.82,29.36,1449.28
284.1031,-0.9128,28.2541,34.82,29.36,1449.28
284.1031,-0.9128,28.2541,34.82,29.36,1449.28
